Date,Value,Notes
2024-07-28,YES_MANUAL,
2024-06-24,YES_MANUAL,
2024-05-05,YES_MANUAL,
2024-04-29,YES_MANUAL,
2024-04-25,NO,
2024-04-23,YES_MANUAL,
2024-04-22,YES_MANUAL,
2024-04-21,YES_MANUAL,
2024-04-20,YES_MANUAL,
2024-04-19,YES_MANUAL,
2024-04-18,YES_MANUAL,
2024-04-17,YES_MANUAL,
2024-04-16,YES_MANUAL,
2024-04-15,YES_MANUAL,
2024-04-10,YES_MANUAL,
2024-02-26,YES_MANUAL,
2024-02-21,YES_MANUAL,
2024-02-19,YES_MANUAL,
2024-01-25,NO,
2024-01-08,YES_MANUAL,
2023-12-01,NO,
2023-11-22,YES_MANUAL,
2023-11-20,YES_MANUAL,
2023-11-15,YES_MANUAL,
2023-11-14,YES_MANUAL,
2023-11-13,YES_MANUAL,
2023-11-12,YES_MANUAL,
2023-11-11,YES_MANUAL,
2023-11-10,YES_MANUAL,
2023-11-08,YES_MANUAL,
2023-11-07,NO,
2023-11-06,YES_MANUAL,
2023-11-03,YES_MANUAL,
2023-11-02,NO,
2023-11-01,YES_MANUAL,
2023-10-31,YES_MANUAL,
2023-10-27,YES_MANUAL,
2023-10-26,YES_MANUAL,
2023-10-20,NO,
2023-10-19,YES_MANUAL,
2023-10-11,YES_MANUAL,
2023-10-02,YES_MANUAL,
2023-09-13,YES_MANUAL,
2023-09-09,NO,
2023-09-08,YES_MANUAL,
2023-09-06,YES_MANUAL,
2023-09-05,YES_MANUAL,
2023-08-24,YES_MANUAL,
2023-08-23,YES_MANUAL,
2023-08-22,YES_MANUAL,
2023-08-21,YES_MANUAL,
2023-08-17,YES_MANUAL,
2023-08-16,YES_MANUAL,
2023-08-14,YES_MANUAL,
2023-08-11,YES_MANUAL,
2023-08-10,YES_MANUAL,
2023-08-09,YES_MANUAL,
2023-08-03,YES_MANUAL,
2023-07-19,YES_MANUAL,
2023-07-17,YES_MANUAL,
2023-06-27,YES_MANUAL,
2023-06-26,YES_MANUAL,
2023-06-23,YES_MANUAL,
2023-06-20,YES_MANUAL,
2023-06-05,YES_MANUAL,
2023-05-29,YES_MANUAL,
2023-05-15,YES_MANUAL,
2023-05-11,YES_MANUAL,
2023-05-10,YES_MANUAL,
2023-05-07,YES_MANUAL,
2023-05-06,YES_MANUAL,
2023-04-29,YES_MANUAL,
2023-04-25,YES_MANUAL,
2023-04-24,YES_MANUAL,
2023-04-23,YES_MANUAL,
2023-04-22,YES_MANUAL,
2023-04-21,YES_MANUAL,
2023-04-19,YES_MANUAL,
2023-04-18,YES_MANUAL,
2023-04-17,YES_MANUAL,
2023-04-13,YES_MANUAL,
2023-04-12,YES_MANUAL,
2023-04-10,YES_MANUAL,
2023-04-08,YES_MANUAL,
2023-04-07,YES_MANUAL,
2023-03-29,YES_MANUAL,
2023-03-21,YES_MANUAL,
2023-03-14,YES_MANUAL,
2023-03-12,YES_MANUAL,
2023-02-23,YES_MANUAL,
2023-02-22,NO,
2023-02-13,NO,
2023-01-31,YES_MANUAL,
2023-01-30,YES_MANUAL,
2023-01-19,NO,
2022-12-03,YES_MANUAL,
2022-12-02,YES_MANUAL,
2022-12-01,YES_MANUAL,
2022-11-30,YES_MANUAL,
2022-11-29,YES_MANUAL,
2022-11-28,YES_MANUAL,
2022-11-27,YES_MANUAL,
2022-11-24,YES_MANUAL,
2022-11-23,YES_MANUAL,
2022-11-22,YES_MANUAL,
2022-11-19,YES_MANUAL,
2022-11-08,YES_MANUAL,
2022-10-27,YES_MANUAL,
2022-10-26,YES_MANUAL,
2022-10-21,YES_MANUAL,
2022-10-19,YES_MANUAL,
2022-10-18,YES_MANUAL,
2022-10-14,YES_MANUAL,
2022-10-13,YES_MANUAL,
2022-10-12,YES_MANUAL,
2022-10-11,YES_MANUAL,
2022-10-05,YES_MANUAL,
2022-10-01,YES_MANUAL,
2022-09-28,YES_MANUAL,
2022-09-20,YES_MANUAL,
2022-09-15,YES_MANUAL,
2022-09-14,YES_MANUAL,
2022-09-13,YES_MANUAL,
2022-09-09,YES_MANUAL,
2022-09-06,YES_MANUAL,
2022-09-05,NO,
2022-09-01,NO,
2022-08-30,YES_MANUAL,
2022-08-23,NO,
2022-08-19,YES_MANUAL,
2022-08-16,YES_MANUAL,
2022-08-12,YES_MANUAL,
2022-08-10,YES_MANUAL,
2022-08-09,YES_MANUAL,
2022-08-08,YES_MANUAL,
2022-08-04,YES_MANUAL,
2022-08-03,YES_MANUAL,
2022-08-02,YES_MANUAL,
2022-07-14,YES_MANUAL,
2022-07-11,YES_MANUAL,
2022-05-20,YES_MANUAL,
2022-05-16,NO,
2022-05-15,YES_MANUAL,
2022-05-14,YES_MANUAL,
2022-05-13,NO,
2022-05-11,YES_MANUAL,
2022-05-10,YES_MANUAL,
2022-05-05,YES_MANUAL,
2022-05-04,YES_MANUAL,
2022-05-03,YES_MANUAL,
2022-04-30,YES_MANUAL,
2022-04-27,YES_MANUAL,
2022-04-26,YES_MANUAL,
2022-04-25,YES_MANUAL,
2022-04-24,YES_MANUAL,
2022-04-21,YES_MANUAL,
2022-04-19,YES_MANUAL,
2022-04-18,YES_MANUAL,
2022-04-14,YES_MANUAL,
2022-04-13,YES_MANUAL,
2022-04-10,YES_MANUAL,
2022-04-07,YES_MANUAL,
2022-04-06,YES_MANUAL,
2022-04-05,YES_MANUAL,
2022-04-04,YES_MANUAL,
2022-04-03,YES_MANUAL,
2022-04-02,YES_MANUAL,
2022-04-01,YES_MANUAL,
2022-03-31,YES_MANUAL,
2022-03-30,NO,
2022-03-29,YES_MANUAL,
2022-03-28,YES_MANUAL,
2022-03-27,YES_MANUAL,
2022-03-26,YES_MANUAL,
2022-03-23,YES_MANUAL,
2022-03-21,YES_MANUAL,
2022-03-20,YES_MANUAL,
2022-03-17,YES_MANUAL,
2022-03-16,YES_MANUAL,
2022-03-15,YES_MANUAL,
2022-03-14,YES_MANUAL,
2022-03-12,YES_MANUAL,
2022-02-26,YES_MANUAL,
2022-02-22,YES_MANUAL,
2022-02-17,YES_MANUAL,
2022-02-14,YES_MANUAL,
2022-02-13,YES_MANUAL,
2022-02-11,YES_MANUAL,
2022-02-10,YES_MANUAL,
2022-02-07,YES_MANUAL,
2022-02-01,YES_MANUAL,
2022-01-28,YES_MANUAL,
2022-01-22,YES_MANUAL,
2022-01-20,YES_MANUAL,
2022-01-14,YES_MANUAL,
2022-01-08,YES_MANUAL,
2021-12-30,YES_MANUAL,
2021-12-27,YES_MANUAL,
2021-12-21,YES_MANUAL,
2021-12-16,YES_MANUAL,
2021-12-15,YES_MANUAL,
